"No.","Delta-time","Time","Source","Destination","Protocol","Length","Info"
"1","","0.000000000","192.168.1.2","142.250.70.110","UDP","999","61782  >  443 Len=957"
"2","0.121959800","0.121959800","142.250.70.110","192.168.1.2","UDP","70","443  >  61782 Len=28"
"3","0.000000000","0.121959800","142.250.70.110","192.168.1.2","UDP","108","443  >  61782 Len=66"
"4","0.000324500","0.122284300","192.168.1.2","142.250.70.110","UDP","77","61782  >  443 Len=35"
"5","0.002942400","0.125226700","142.250.70.110","192.168.1.2","UDP","63","443  >  61782 Len=21"
"6","0.040076400","0.165303100","192.168.1.2","142.250.70.110","UDP","74","61782  >  443 Len=32"
"7","0.023863400","0.189166500","142.250.70.110","192.168.1.2","UDP","66","443  >  61782 Len=24"
"8","0.101512100","0.290678600","192.168.1.2","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"9","3.410292100","3.700970700","FibRSolGloba_17:27:b4","Broadcast","ARP","64","Who has 192.168.1.4? Tell 192.168.1.1"
"10","0.000000000","3.700970700","FibRSolGloba_17:27:b4","Broadcast","ARP","64","Who has 192.168.1.12? Tell 192.168.1.1"
"11","0.000064300","3.701035000","FibRSolGloba_17:27:b4","Broadcast","ARP","64","Who has 192.168.1.2? Tell 192.168.1.1"
"12","0.000021600","3.701056600","LiteonTechno_4d:aa:79","FibRSolGloba_17:27:b4","ARP","42","192.168.1.2 is at 24:b2:b9:4d:aa:79"
"13","0.000436900","3.701493500","FibRSolGloba_17:27:b4","Broadcast","ARP","64","Who has 192.168.1.7? Tell 192.168.1.1"
"14","0.262769000","3.964262500","192.168.1.2","74.125.158.39","TCP","55","52022  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"15","0.352040400","4.316302900","fe80::d221:f9ff:fef7:3274","ff02::1","UDP","218","32951  >  10002 Len=156"
"16","3.246222400","7.562525300","192.168.1.2","142.250.206.170","UDP","71","52063  >  443 Len=29"
"17","0.015093600","7.577618900","192.168.1.2","57.144.243.32","TLSv1.2","124","Application Data"
"18","0.122480100","7.700099000","57.144.243.32","192.168.1.2","TCP","54","443  >  53966 [ACK] Seq=1 Ack=71 Win=483 Len=0"
"19","0.000000000","7.700099000","142.250.206.170","192.168.1.2","UDP","66","443  >  52063 Len=24"
"20","0.096858500","7.796957500","FibRSolGloba_17:27:b4","Broadcast","ARP","64","Who has 192.168.1.4? Tell 192.168.1.1"
"21","0.000000000","7.796957500","FibRSolGloba_17:27:b4","Broadcast","ARP","64","Who has 192.168.1.12? Tell 192.168.1.1"
"22","0.000515000","7.797472500","FibRSolGloba_17:27:b4","Broadcast","ARP","64","Who has 192.168.1.2? Tell 192.168.1.1"
"23","0.000011800","7.797484300","LiteonTechno_4d:aa:79","FibRSolGloba_17:27:b4","ARP","42","192.168.1.2 is at 24:b2:b9:4d:aa:79"
"24","0.000064700","7.797549000","FibRSolGloba_17:27:b4","Broadcast","ARP","64","Who has 192.168.1.7? Tell 192.168.1.1"
"25","0.009125200","7.806674200","57.144.243.32","192.168.1.2","TLSv1.2","126","Application Data"
"26","0.053732300","7.860406500","192.168.1.2","57.144.243.32","TCP","54","53966  >  443 [ACK] Seq=71 Ack=73 Win=252 Len=0"
"27","1.396769800","9.257176300","192.168.1.2","8.8.8.8","DNS","70","Standard query 0x0f32 HTTPS dns.google"
"28","0.000225400","9.257401700","192.168.1.2","8.8.8.8","DNS","70","Standard query 0x252a A dns.google"
"29","0.080713300","9.338115000","8.8.8.8","192.168.1.2","DNS","146","Standard query response 0x0f32 HTTPS dns.google SOA ns1.zdns.google"
"30","0.000000000","9.338115000","8.8.8.8","192.168.1.2","DNS","102","Standard query response 0x252a A dns.google A 8.8.4.4 A 8.8.8.8"
"31","0.001066600","9.339181600","192.168.1.2","8.8.4.4","QUIC","1292","Initial, DCID=b62cfd3432af60c7, PKN: 1, PING, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, PING, PING, CRYPTO, PING"
"32","0.000083300","9.339264900","192.168.1.2","8.8.4.4","QUIC","1292","Initial, DCID=b62cfd3432af60c7, PKN: 2, PADDING, PING, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO"
"33","0.000135300","9.339400200","192.168.1.2","8.8.4.4","QUIC","122","0-RTT, DCID=b62cfd3432af60c7"
"34","0.000195300","9.339595500","192.168.1.2","8.8.4.4","QUIC","305","0-RTT, DCID=b62cfd3432af60c7"
"35","0.000097400","9.339692900","192.168.1.2","8.8.4.4","QUIC","259","0-RTT, DCID=b62cfd3432af60c7"
"36","0.000090700","9.339783600","192.168.1.2","8.8.4.4","QUIC","259","0-RTT, DCID=b62cfd3432af60c7"
"37","0.000092800","9.339876400","192.168.1.2","8.8.4.4","QUIC","259","0-RTT, DCID=b62cfd3432af60c7"
"38","0.099873800","9.439750200","8.8.4.4","192.168.1.2","QUIC","82","Initial, SCID=f62cfd3432af60c7, PKN: 1, ACK"
"39","0.000000000","9.439750200","8.8.4.4","192.168.1.2","QUIC","1292","Initial, SCID=f62cfd3432af60c7, PKN: 2, ACK, PADDING"
"40","0.000000000","9.439750200","8.8.4.4","192.168.1.2","QUIC","1292","Initial, SCID=f62cfd3432af60c7, PKN: 3, CRYPTO, PADDING"
"41","0.000249200","9.439999400","8.8.4.4","192.168.1.2","QUIC","321","Protected Payload (KP0)"
"42","0.000000000","9.439999400","8.8.4.4","192.168.1.2","QUIC","67","Protected Payload (KP0)"
"43","0.000000000","9.439999400","8.8.4.4","192.168.1.2","QUIC","976","Protected Payload (KP0)"
"44","0.000000000","9.439999400","8.8.4.4","192.168.1.2","QUIC","550","Protected Payload (KP0)"
"45","0.000000000","9.439999400","8.8.4.4","192.168.1.2","QUIC","64","Protected Payload (KP0)"
"46","0.000949600","9.440949000","192.168.1.2","8.8.4.4","QUIC","120","Handshake, DCID=f62cfd3432af60c7"
"47","0.001036200","9.441985200","192.168.1.2","8.8.4.4","QUIC","73","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"48","0.000113800","9.442099000","192.168.1.2","8.8.4.4","QUIC","73","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"49","0.100859400","9.542958400","8.8.4.4","192.168.1.2","QUIC","162","Protected Payload (KP0)"
"50","0.000000000","9.542958400","8.8.4.4","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"51","0.000102000","9.543060400","8.8.4.4","192.168.1.2","QUIC","550","Protected Payload (KP0)"
"52","0.000399000","9.543459400","192.168.1.2","8.8.4.4","QUIC","80","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"53","0.001953000","9.545412400","192.168.1.2","35.186.224.24","QUIC","1292","Initial, DCID=1c36f9c0d96e30da, PKN: 1, CRYPTO, PING, PING, PING, CRYPTO, PING, CRYPTO, PADDING, PING, PING, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO"
"54","0.000137800","9.545550200","192.168.1.2","35.186.224.24","QUIC","1292","Initial, DCID=1c36f9c0d96e30da, PKN: 2, CRYPTO, PING, CRYPTO, PING, PING, CRYPTO, PING, PING, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, PING, PADDING"
"55","0.000685000","9.546235200","192.168.1.2","151.101.131.42","QUIC","1292","Initial, DCID=2881d63de3720984, PKN: 1, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, PING, PING, CRYPTO, PING, PADDING, PING, PING, PADDING, PING, CRYPTO"
"56","0.000094300","9.546329500","192.168.1.2","151.101.131.42","QUIC","1292","Initial, DCID=2881d63de3720984, PKN: 2, PING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING"
"57","0.000767600","9.547097100","192.168.1.2","8.8.4.4","QUIC","267","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"58","0.000112000","9.547209100","192.168.1.2","8.8.4.4","QUIC","252","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"59","0.093651100","9.640860200","192.168.1.2","74.125.158.39","TCP","54","52022  >  443 [FIN, ACK] Seq=2 Ack=1 Win=255 Len=0"
"60","0.000776200","9.641636400","192.168.1.2","151.101.131.42","TCP","66","63311  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"61","0.003115400","9.644751800","8.8.4.4","192.168.1.2","QUIC","65","Protected Payload (KP0)"
"62","0.000000000","9.644751800","151.101.131.42","192.168.1.2","QUIC","1322","Initial, SCID=2e4928e2627d595d7d183326a71cb7a55a, PKN: 0, ACK, PADDING"
"63","0.000000000","9.644751800","35.186.224.24","192.168.1.2","QUIC","82","Initial, SCID=fc36f9c0d96e30da, PKN: 1, ACK"
"64","0.000000000","9.644751800","35.186.224.24","192.168.1.2","QUIC","1292","Initial, SCID=fc36f9c0d96e30da, PKN: 2, ACK, PADDING"
"65","0.000199700","9.644951500","151.101.131.42","192.168.1.2","QUIC","1322","Initial, SCID=2e4928e2627d595d7d183326a71cb7a55a, PKN: 1, ACK, CRYPTO, PADDING"
"66","0.000000000","9.644951500","151.101.131.42","192.168.1.2","QUIC","620","Protected Payload (KP0)"
"67","0.000000000","9.644951500","8.8.4.4","192.168.1.2","QUIC","69","Protected Payload (KP0)"
"68","0.000000000","9.644951500","8.8.4.4","192.168.1.2","QUIC","64","Protected Payload (KP0)"
"69","0.000000000","9.644951500","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"70","0.000000000","9.644951500","8.8.4.4","192.168.1.2","QUIC","582","Protected Payload (KP0)"
"71","0.000000000","9.644951500","8.8.4.4","192.168.1.2","QUIC","64","Protected Payload (KP0)"
"72","0.000000000","9.644951500","8.8.4.4","192.168.1.2","QUIC","550","Protected Payload (KP0)"
"73","0.000162100","9.645113600","192.168.1.2","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"74","0.000186800","9.645300400","192.168.1.2","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"75","0.000080600","9.645381000","192.168.1.2","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"76","0.000099100","9.645480100","192.168.1.2","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"77","0.000958700","9.646438800","192.168.1.2","35.186.224.24","TCP","66","51101  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"78","0.000674200","9.647113000","192.168.1.2","35.186.224.24","QUIC","1292","Handshake, DCID=fc36f9c0d96e30da"
"79","0.000517600","9.647630600","192.168.1.2","35.186.224.22","QUIC","1292","Initial, DCID=36a623518401b157, PKN: 1, PADDING, PING, CRYPTO, PING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO"
"80","0.000081600","9.647712200","192.168.1.2","35.186.224.22","QUIC","1292","Initial, DCID=36a623518401b157, PKN: 2, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, PING, PING, CRYPTO, PADDING, CRYPTO, PADDING"
"81","0.000094900","9.647807100","192.168.1.2","151.101.131.42","QUIC","1292","Handshake, DCID=2e4928e2627d595d7d183326a71cb7a55a"
"82","0.000174000","9.647981100","192.168.1.2","35.186.224.24","QUIC","125","Handshake, DCID=fc36f9c0d96e30da"
"83","0.000119500","9.648100600","192.168.1.2","35.186.224.24","QUIC","112","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"84","0.000316500","9.648417100","192.168.1.2","35.186.224.24","QUIC","1288","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"85","0.000066900","9.648484000","192.168.1.2","35.186.224.24","QUIC","239","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"86","0.000661400","9.649145400","192.168.1.2","151.101.131.42","QUIC","140","Handshake, DCID=2e4928e2627d595d7d183326a71cb7a55a"
"87","0.000112800","9.649258200","192.168.1.2","151.101.131.42","QUIC","125","Protected Payload (KP0), DCID=2e4928e2627d595d7d183326a71cb7a55a"
"88","0.000291600","9.649549800","192.168.1.2","151.101.131.42","QUIC","989","Protected Payload (KP0), DCID=2e4928e2627d595d7d183326a71cb7a55a"
"89","0.097547200","9.747097000","192.168.1.2","35.186.224.22","TCP","66","63859  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"90","0.015246300","9.762343300","151.101.131.42","192.168.1.2","TCP","66","443  >  63311 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM WS=512"
"91","0.000000000","9.762343300","8.8.4.4","192.168.1.2","QUIC","65","Protected Payload (KP0)"
"92","0.000000000","9.762343300","35.186.224.24","192.168.1.2","TCP","66","443  >  51101 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"93","0.000000000","9.762343300","35.186.224.22","192.168.1.2","QUIC","82","Initial, SCID=f6a623518401b157, PKN: 1, ACK"
"94","0.000000000","9.762343300","35.186.224.24","192.168.1.2","QUIC","163","Protected Payload (KP0)"
"95","0.000000000","9.762343300","35.186.224.24","192.168.1.2","QUIC","626","Protected Payload (KP0)"
"96","0.000000000","9.762343300","35.186.224.22","192.168.1.2","QUIC","1292","Initial, SCID=f6a623518401b157, PKN: 2, ACK, PADDING"
"97","0.000000000","9.762343300","151.101.131.42","192.168.1.2","QUIC","63","Protected Payload (KP0)"
"98","0.000000000","9.762343300","35.186.224.24","192.168.1.2","QUIC","69","Protected Payload (KP0)"
"99","0.000000000","9.762343300","151.101.131.42","192.168.1.2","QUIC","66","Protected Payload (KP0)"
"100","0.000000000","9.762343300","35.186.224.22","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"101","0.000000000","9.762343300","35.186.224.24","192.168.1.2","QUIC","66","Protected Payload (KP0)"
"102","0.000222700","9.762566000","192.168.1.2","151.101.131.42","TCP","54","63311  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"103","0.000245100","9.762811100","192.168.1.2","35.186.224.24","TCP","54","51101  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"104","0.001202400","9.764013500","192.168.1.2","151.101.131.42","TCP","1506","63311  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1452 [TCP PDU reassembled in 105]"
"105","0.000000000","9.764013500","192.168.1.2","151.101.131.42","TLSv1.3","327","Client Hello (SNI=www.spotify.com)"
"106","0.000445200","9.764458700","192.168.1.2","35.186.224.24","QUIC","75","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"107","0.000154400","9.764613100","192.168.1.2","35.186.224.24","QUIC","73","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"108","0.000721100","9.765334200","192.168.1.2","35.186.224.22","QUIC","206","Protected Payload (KP0), DCID=f6a623518401b157"
"109","0.001274300","9.766608500","192.168.1.2","35.186.224.24","TCP","1466","51101  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 110]"
"110","0.000000000","9.766608500","192.168.1.2","35.186.224.24","TLSv1.3","699","Client Hello (SNI=api-partner.spotify.com)"
"111","0.000428300","9.767036800","192.168.1.2","35.186.224.22","QUIC","1288","Protected Payload (KP0), DCID=f6a623518401b157"
"112","0.000085000","9.767121800","192.168.1.2","35.186.224.22","QUIC","1292","Protected Payload (KP0), DCID=f6a623518401b157"
"113","0.000106700","9.767228500","192.168.1.2","35.186.224.22","QUIC","443","Protected Payload (KP0), DCID=f6a623518401b157"
"114","0.026290600","9.793519100","192.168.1.2","151.101.131.42","QUIC","84","Protected Payload (KP0), DCID=2e4928e2627d595d7d183326a71cb7a55a"
"115","0.000329400","9.793848500","192.168.1.2","35.186.224.24","QUIC","74","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"116","0.009972600","9.803821100","35.186.224.22","192.168.1.2","TCP","66","443  >  63859 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"117","0.000000000","9.803821100","151.101.131.42","192.168.1.2","TCP","54","443  >  63311 [ACK] Seq=1 Ack=1726 Win=149504 Len=0"
"118","0.000134800","9.803955900","192.168.1.2","35.186.224.22","TCP","54","63859  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"119","0.000407800","9.804363700","192.168.1.2","35.186.224.22","TCP","1466","63859  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 120]"
"120","0.000000000","9.804363700","192.168.1.2","35.186.224.22","TLSv1.3","669","Client Hello (SNI=gae2-spclient.spotify.com)"
"121","0.001695100","9.806058800","151.101.131.42","192.168.1.2","TLSv1.3","1506","Server Hello, Change Cipher Spec, Application Data"
"122","0.000623200","9.806682000","151.101.131.42","192.168.1.2","TCP","1506","443  >  63311 [PSH, ACK] Seq=1453 Ack=1726 Win=149504 Len=1452 [TCP PDU reassembled in 123]"
"123","0.000000000","9.806682000","151.101.131.42","192.168.1.2","TLSv1.3","1506","Application Data, Application Data, Application Data"
"124","0.000000000","9.806682000","151.101.131.42","192.168.1.2","TLSv1.3","135","Application Data"
"125","0.000058300","9.806740300","192.168.1.2","151.101.131.42","TCP","54","63311  >  443 [ACK] Seq=1726 Ack=4438 Win=65280 Len=0"
"126","0.000056800","9.806797100","35.186.224.22","192.168.1.2","QUIC","163","Protected Payload (KP0)"
"127","0.000000000","9.806797100","35.186.224.22","192.168.1.2","QUIC","626","Protected Payload (KP0)"
"128","0.000134500","9.806931600","192.168.1.2","151.101.131.42","TLSv1.3","118","Change Cipher Spec, Application Data"
"129","0.000645600","9.807577200","192.168.1.2","35.186.224.22","QUIC","75","Protected Payload (KP0), DCID=f6a623518401b157"
"130","0.000117200","9.807694400","192.168.1.2","35.186.224.22","QUIC","73","Protected Payload (KP0), DCID=f6a623518401b157"
"131","0.000572900","9.808267300","35.186.224.22","192.168.1.2","QUIC","69","Protected Payload (KP0)"
"132","0.000000000","9.808267300","35.186.224.24","192.168.1.2","TCP","54","443  >  51101 [ACK] Seq=1 Ack=1413 Win=268288 Len=0"
"133","0.000000000","9.808267300","35.186.224.24","192.168.1.2","TCP","54","443  >  51101 [ACK] Seq=1 Ack=2058 Win=267776 Len=0"
"134","0.000000000","9.808267300","35.186.224.22","192.168.1.2","QUIC","65","Protected Payload (KP0)"
"135","0.002561700","9.810829000","35.186.224.24","192.168.1.2","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"136","0.000378400","9.811207400","192.168.1.2","35.186.224.24","TLSv1.3","118","Change Cipher Spec, Application Data"
"137","0.028144600","9.839352000","192.168.1.2","35.186.224.22","QUIC","74","Protected Payload (KP0), DCID=f6a623518401b157"
"138","0.018573000","9.857925000","35.186.224.22","192.168.1.2","TCP","54","443  >  63859 [ACK] Seq=1 Ack=2028 Win=267776 Len=0"
"139","0.000000000","9.857925000","35.186.224.22","192.168.1.2","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"140","0.000000000","9.857925000","151.101.131.42","192.168.1.2","TCP","54","443  >  63311 [ACK] Seq=4438 Ack=1790 Win=149504 Len=0"
"141","0.000000000","9.857925000","35.186.224.24","192.168.1.2","TLSv1.3","672","Application Data, Application Data"
"142","0.000164700","9.858089700","151.101.131.42","192.168.1.2","QUIC","1322","Protected Payload (KP0)"
"143","0.000000000","9.858089700","151.101.131.42","192.168.1.2","QUIC","623","Protected Payload (KP0)"
"144","0.000193900","9.858283600","192.168.1.2","35.186.224.22","TLSv1.3","118","Change Cipher Spec, Application Data"
"145","0.000232000","9.858515600","151.101.131.42","192.168.1.2","QUIC","501","Protected Payload (KP0)"
"146","0.000009000","9.858524600","192.168.1.2","151.101.131.42","QUIC","84","Protected Payload (KP0), DCID=2e4928e2627d595d7d183326a71cb7a55a"
"147","0.000074000","9.858598600","192.168.1.2","151.101.131.42","QUIC","84","Protected Payload (KP0), DCID=2e4928e2627d595d7d183326a71cb7a55a"
"148","0.000131000","9.858729600","192.168.1.2","151.101.131.42","QUIC","82","Protected Payload (KP0), DCID=2e4928e2627d595d7d183326a71cb7a55a"
"149","0.042521000","9.901250600","192.168.1.2","35.186.224.24","TCP","54","51101  >  443 [ACK] Seq=2122 Ack=831 Win=64512 Len=0"
"150","0.010008400","9.911259000","35.186.224.22","192.168.1.2","TLSv1.3","672","Application Data, Application Data"
"151","0.036002400","9.947261400","192.168.1.2","74.125.158.39","TCP","54","[TCP Retransmission] 52022  >  443 [FIN, ACK] Seq=2 Ack=1 Win=255 Len=0"
"152","0.009730700","9.956992100","35.186.224.24","192.168.1.2","QUIC","1288","Protected Payload (KP0)"
"153","0.000793400","9.957785500","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"154","0.000000000","9.957785500","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"155","0.000000000","9.957785500","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"156","0.000000000","9.957785500","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"157","0.000000000","9.957785500","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"158","0.000000000","9.957785500","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"159","0.000000000","9.957785500","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"160","0.000000000","9.957785500","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"161","0.000000000","9.957785500","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"162","0.000000000","9.957785500","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"163","0.000000000","9.957785500","35.186.224.22","192.168.1.2","QUIC","250","Protected Payload (KP0)"
"164","0.000297800","9.958083300","192.168.1.2","35.186.224.24","QUIC","77","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"165","0.000167600","9.958250900","192.168.1.2","35.186.224.24","QUIC","73","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"166","0.000203500","9.958454400","192.168.1.2","35.186.224.24","QUIC","73","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"167","0.000141500","9.958595900","192.168.1.2","35.186.224.24","QUIC","73","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"168","0.000104200","9.958700100","192.168.1.2","35.186.224.24","QUIC","73","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"169","0.000315900","9.959016000","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"170","0.000326500","9.959342500","192.168.1.2","35.186.224.24","QUIC","73","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"171","0.003392600","9.962735100","35.186.224.24","192.168.1.2","QUIC","1292","Protected Payload (KP0)"
"172","0.000472700","9.963207800","192.168.1.2","35.186.224.22","TCP","54","63859  >  443 [ACK] Seq=2092 Ack=831 Win=64512 Len=0"
"173","0.001699700","9.964907500","35.186.224.24","192.168.1.2","QUIC","191","Protected Payload (KP0)"
"174","0.000215700","9.965123200","192.168.1.2","35.186.224.24","QUIC","73","Protected Payload (KP0), DCID=fc36f9c0d96e30da"
"175","0.003074000","9.968197200","192.168.1.2","35.186.224.22","QUIC","1288","Protected Payload (KP0), DCID=f6a623518401b157"
"176","0.000152400","9.968349600","192.168.1.2","35.186.224.22","QUIC","667","Protected Payload (KP0), DCID=f6a623518401b157"
"177","0.087021000","10.055370600","35.186.224.22","192.168.1.2","QUIC","69","Protected Payload (KP0)"
"178","0.000000000","10.055370600","35.186.224.24","192.168.1.2","QUIC","66","Protected Payload (KP0)"
"179","0.032927000","10.088297600","192.168.1.2","35.186.224.22","QUIC","74","Protected Payload (KP0), DCID=f6a623518401b157"
"180","0.171453800","10.259751400","35.186.224.22","192.168.1.2","QUIC","111","Protected Payload (KP0)"
"181","0.031082600","10.290834000","192.168.1.2","35.186.224.22","QUIC","78","Protected Payload (KP0), DCID=f6a623518401b157"
"182","0.112166500","10.403000500","35.186.224.22","192.168.1.2","QUIC","66","Protected Payload (KP0)"
"183","0.150699800","10.553700300","192.168.1.2","74.125.158.39","TCP","54","[TCP Retransmission] 52022  >  443 [FIN, ACK] Seq=2 Ack=1 Win=255 Len=0"
"184","0.255491600","10.809191900","192.168.1.2","8.8.4.4","QUIC","258","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"185","0.000299200","10.809491100","192.168.1.2","8.8.4.4","QUIC","251","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"186","0.041212600","10.850703700","8.8.4.4","192.168.1.2","QUIC","633","Protected Payload (KP0)"
"187","0.000000000","10.850703700","8.8.4.4","192.168.1.2","QUIC","74","Protected Payload (KP0)"
"188","0.000339800","10.851043500","192.168.1.2","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"189","0.001846600","10.852890100","8.8.4.4","192.168.1.2","QUIC","571","Protected Payload (KP0)"
"190","0.000000000","10.852890100","8.8.4.4","192.168.1.2","QUIC","64","Protected Payload (KP0)"
"191","0.000158000","10.853048100","192.168.1.2","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=f62cfd3432af60c7"
"192","0.000566100","10.853614200","192.168.1.2","20.207.73.82","TCP","66","49670  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"193","0.040705300","10.894319500","8.8.4.4","192.168.1.2","QUIC","65","Protected Payload (KP0)"
"194","0.004481300","10.898800800","20.207.73.82","192.168.1.2","TCP","66","443  >  49670 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM WS=1024"
"195","0.000115600","10.898916400","192.168.1.2","20.207.73.82","TCP","54","49670  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"196","0.000415600","10.899332000","192.168.1.2","20.207.73.82","TCP","1490","49670  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1436 [TCP PDU reassembled in 197]"
"197","0.000000000","10.899332000","192.168.1.2","20.207.73.82","TLSv1.2","434","Client Hello (SNI=github.com)"
"198","0.044989900","10.944321900","20.207.73.82","192.168.1.2","TCP","54","443  >  49670 [ACK] Seq=1 Ack=1817 Win=69632 Len=0"
"199","0.004343500","10.948665400","20.207.73.82","192.168.1.2","TLSv1.2","1490","[TCP Previous segment not captured] , Ignored Unknown Record"
"200","0.000000000","10.948665400","20.207.73.82","192.168.1.2","TCP","1490","[TCP Retransmission] 443  >  49670 [ACK] Seq=1 Ack=1817 Win=69632 Len=1436"
"201","0.000000000","10.948665400","20.207.73.82","192.168.1.2","TLSv1.2","277","Ignored Unknown Record"
"202","0.000071600","10.948737000","192.168.1.2","20.207.73.82","TCP","66","[TCP Dup ACK 195#1] 49670  >  443 [ACK] Seq=1817 Ack=1 Win=65280 Len=0 SLE=1437 SRE=2873"
"203","0.000101000","10.948838000","192.168.1.2","20.207.73.82","TCP","54","49670  >  443 [ACK] Seq=1817 Ack=2873 Win=65280 Len=0"
"204","0.002671100","10.951509100","192.168.1.2","20.207.73.82","TLSv1.2","118","Change Cipher Spec, Application Data"
"205","0.000223600","10.951732700","192.168.1.2","20.207.73.82","TLSv1.2","146","Application Data"
"206","0.000076100","10.951808800","192.168.1.2","20.207.73.82","TLSv1.2","724","Application Data"
"207","0.043116500","10.994925300","20.207.73.82","192.168.1.2","TLSv1.2","133","Application Data"
"208","0.000000000","10.994925300","20.207.73.82","192.168.1.2","TLSv1.2","133","Application Data"
"209","0.000000000","10.994925300","20.207.73.82","192.168.1.2","TLSv1.2","118","Application Data"
