"No.","Delta-time","Time","Source","Destination","Protocol","Length","Info"
"811","0.000056800","11.958089200","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6138 Ack=268792 Win=261888 Len=0"
"812","0.000046200","11.958135400","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6138 Ack=270244 Win=261888 Len=0 SLE=273148 SRE=274600"
"813","0.000042300","11.958177700","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6138 Ack=271696 Win=261888 Len=0 SLE=273148 SRE=274600"
"814","0.000056600","11.958234300","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6138 Ack=274600 Win=524032 Len=0"
"815","0.002528800","11.960763100","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"816","0.000000000","11.960763100","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"817","0.000000000","11.960763100","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"818","0.000087300","11.960850400","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6138 Ack=276052 Win=524032 Len=0 SLE=280408 SRE=281860"
"819","0.000072500","11.960922900","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 818#1] 52263  >  443 [ACK] Seq=6138 Ack=276052 Win=524032 Len=0 SLE=278956 SRE=281860"
"820","0.001482000","11.962404900","192.168.1.2","185.199.110.154","TLSv1.3","90","Application Data"
"821","0.000076400","11.962481300","192.168.1.2","185.199.110.154","TLSv1.3","90","Application Data"
"822","0.000734300","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"823","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"824","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"825","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"826","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"827","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"828","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"829","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"830","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"831","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"832","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"833","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"834","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"835","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TCP","1506","[TCP Out-Of-Order] 443  >  52263 [ACK] Seq=292024 Ack=6138 Win=158720 Len=1452"
"836","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"837","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"838","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"839","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"840","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"841","0.000000000","11.963215600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"842","0.000130700","11.963346300","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 818#2] 52263  >  443 [ACK] Seq=6210 Ack=276052 Win=524032 Len=0 SLE=278956 SRE=283312"
"843","0.000069500","11.963415800","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=277504 Win=524032 Len=0 SLE=278956 SRE=283312"
"844","0.000057300","11.963473100","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=283312 Win=524032 Len=0"
"845","0.000045000","11.963518100","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 844#1] 52263  >  443 [ACK] Seq=6210 Ack=283312 Win=524032 Len=0 SLE=284764 SRE=286216"
"846","0.000037300","11.963555400","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 844#2] 52263  >  443 [ACK] Seq=6210 Ack=283312 Win=524032 Len=0 SLE=287668 SRE=289120 SLE=284764 SRE=286216"
"847","0.000033600","11.963589000","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 844#3] 52263  >  443 [ACK] Seq=6210 Ack=283312 Win=524032 Len=0 SLE=287668 SRE=290572 SLE=284764 SRE=286216"
"848","0.000035300","11.963624300","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 844#4] 52263  >  443 [ACK] Seq=6210 Ack=283312 Win=524032 Len=0 SLE=284764 SRE=290572"
"849","0.000052200","11.963676500","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=290572 Win=524032 Len=0"
"850","0.000049500","11.963726000","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=292024 Win=524032 Len=0 SLE=294928 SRE=296380"
"851","0.000037000","11.963763000","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 850#1] 52263  >  443 [ACK] Seq=6210 Ack=292024 Win=524032 Len=0 SLE=294928 SRE=297832"
"852","0.000034700","11.963797700","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 850#2] 52263  >  443 [ACK] Seq=6210 Ack=292024 Win=524032 Len=0 SLE=294928 SRE=299284"
"853","0.000034100","11.963831800","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 850#3] 52263  >  443 [ACK] Seq=6210 Ack=292024 Win=524032 Len=0 SLE=293476 SRE=299284"
"854","0.000046400","11.963878200","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=299284 Win=524032 Len=0"
"855","0.000050800","11.963929000","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 854#1] 52263  >  443 [ACK] Seq=6210 Ack=299284 Win=524032 Len=0 SLE=300736 SRE=302188"
"856","0.000039100","11.963968100","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 854#2] 52263  >  443 [ACK] Seq=6210 Ack=299284 Win=524032 Len=0 SLE=305092 SRE=306544 SLE=300736 SRE=302188"
"857","0.000036700","11.964004800","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 854#3] 52263  >  443 [ACK] Seq=6210 Ack=299284 Win=524032 Len=0 SLE=303640 SRE=306544 SLE=300736 SRE=302188"
"858","0.000036700","11.964041500","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 854#4] 52263  >  443 [ACK] Seq=6210 Ack=299284 Win=524032 Len=0 SLE=303640 SRE=307996 SLE=300736 SRE=302188"
"859","0.000047700","11.964089200","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=302188 Win=524032 Len=0 SLE=303640 SRE=307996"
"860","0.000049400","11.964138600","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=307996 Win=524032 Len=0"
"861","0.000176400","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"862","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1430","Continuation Data"
"863","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"864","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"865","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"866","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"867","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"868","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"869","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"870","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"871","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"872","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"873","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"874","0.000000000","11.964315000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"875","0.000075500","11.964390500","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=310824 Win=524032 Len=0 SLE=318084 SRE=319536"
"876","0.000048400","11.964438900","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=312276 Win=524032 Len=0 SLE=318084 SRE=319536"
"877","0.000035700","11.964474600","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 876#1] 52263  >  443 [ACK] Seq=6210 Ack=312276 Win=524032 Len=0 SLE=315180 SRE=316632 SLE=318084 SRE=319536"
"878","0.000032600","11.964507200","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 876#2] 52263  >  443 [ACK] Seq=6210 Ack=312276 Win=524032 Len=0 SLE=313728 SRE=316632 SLE=318084 SRE=319536"
"879","0.000033900","11.964541100","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 876#3] 52263  >  443 [ACK] Seq=6210 Ack=312276 Win=524032 Len=0 SLE=313728 SRE=319536"
"880","0.000044400","11.964585500","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=319536 Win=524032 Len=0"
"881","0.000033600","11.964619100","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 880#1] 52263  >  443 [ACK] Seq=6210 Ack=319536 Win=524032 Len=0 SLE=322440 SRE=323892"
"882","0.000036400","11.964655500","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 880#2] 52263  >  443 [ACK] Seq=6210 Ack=319536 Win=524032 Len=0 SLE=325344 SRE=326796 SLE=322440 SRE=323892"
"883","0.000033500","11.964689000","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 880#3] 52263  >  443 [ACK] Seq=6210 Ack=319536 Win=524032 Len=0 SLE=322440 SRE=326796"
"884","0.000033300","11.964722300","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 880#4] 52263  >  443 [ACK] Seq=6210 Ack=319536 Win=524032 Len=0 SLE=322440 SRE=328248"
"885","0.000035300","11.964757600","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=320988 Win=524032 Len=0 SLE=322440 SRE=328248"
"886","0.000044100","11.964801700","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=328248 Win=524032 Len=0"
"887","0.000484300","11.965286000","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"888","0.000029700","11.965315700","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 886#1] 52263  >  443 [ACK] Seq=6210 Ack=328248 Win=524032 Len=0 SLE=331152 SRE=332604"
"889","0.000534900","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"890","0.000000000","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"891","0.000000000","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"892","0.000000000","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"893","0.000000000","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"894","0.000000000","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"895","0.000000000","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"896","0.000000000","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"897","0.000000000","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"898","0.000000000","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"899","0.000000000","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"900","0.000000000","11.965850600","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"901","0.000055400","11.965906000","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 886#2] 52263  >  443 [ACK] Seq=6210 Ack=328248 Win=524032 Len=0 SLE=331152 SRE=334056"
"902","0.000045600","11.965951600","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 886#3] 52263  >  443 [ACK] Seq=6210 Ack=328248 Win=524032 Len=0 SLE=335508 SRE=336960 SLE=331152 SRE=334056"
"903","0.000049900","11.966001500","192.168.1.2","185.199.110.154","TCP","74","52263  >  443 [ACK] Seq=6210 Ack=329700 Win=524032 Len=0 SLE=335508 SRE=336960 SLE=331152 SRE=334056"
"904","0.000049500","11.966051000","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=334056 Win=524032 Len=0 SLE=335508 SRE=336960"
"905","0.000054600","11.966105600","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=336960 Win=524032 Len=0"
"906","0.000039100","11.966144700","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 905#1] 52263  >  443 [ACK] Seq=6210 Ack=336960 Win=524032 Len=0 SLE=338412 SRE=339864"
"907","0.000039500","11.966184200","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 905#2] 52263  >  443 [ACK] Seq=6210 Ack=336960 Win=524032 Len=0 SLE=341316 SRE=342768 SLE=338412 SRE=339864"
"908","0.000031900","11.966216100","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 905#3] 52263  >  443 [ACK] Seq=6210 Ack=336960 Win=524032 Len=0 SLE=341316 SRE=344220 SLE=338412 SRE=339864"
"909","0.000046800","11.966262900","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=339864 Win=524032 Len=0 SLE=341316 SRE=344220"
"910","0.000048800","11.966311700","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=344220 Win=524032 Len=0"
"911","0.000065600","11.966377300","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=347124 Win=524032 Len=0"
"912","0.002584400","11.968961700","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"913","0.000000000","11.968961700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"914","0.000000000","11.968961700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"915","0.000000000","11.968961700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"916","0.000000000","11.968961700","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"917","0.000000000","11.968961700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"918","0.000000000","11.968961700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"919","0.000116200","11.969077900","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=348576 Win=524032 Len=0 SLE=351480 SRE=352932"
"920","0.000085500","11.969163400","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 919#1] 52263  >  443 [ACK] Seq=6210 Ack=348576 Win=524032 Len=0 SLE=350028 SRE=352932"
"921","0.000064900","11.969228300","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=352932 Win=524032 Len=0"
"922","0.000061000","11.969289300","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=354384 Win=524032 Len=0 SLE=355836 SRE=357288"
"923","0.000037500","11.969326800","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 922#1] 52263  >  443 [ACK] Seq=6210 Ack=354384 Win=524032 Len=0 SLE=360192 SRE=361644 SLE=355836 SRE=357288"
"924","0.002431700","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"925","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"926","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"927","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"928","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"929","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"930","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"931","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"932","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"933","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"934","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"935","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"936","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"937","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"938","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"939","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"940","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"941","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"942","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"943","0.000000000","11.971758500","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"944","0.000103600","11.971862100","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=357288 Win=524032 Len=0 SLE=360192 SRE=361644"
"945","0.000057300","11.971919400","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 944#1] 52263  >  443 [ACK] Seq=6210 Ack=357288 Win=524032 Len=0 SLE=360192 SRE=363096"
"946","0.000040500","11.971959900","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 944#2] 52263  >  443 [ACK] Seq=6210 Ack=357288 Win=524032 Len=0 SLE=358740 SRE=363096"
"947","0.000050300","11.972010200","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=363096 Win=524032 Len=0"
"948","0.000037400","11.972047600","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 947#1] 52263  >  443 [ACK] Seq=6210 Ack=363096 Win=524032 Len=0 SLE=367452 SRE=368904"
"949","0.000066300","11.972113900","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=364548 Win=524032 Len=0 SLE=367452 SRE=368904"
"950","0.000026900","11.972140800","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 949#1] 52263  >  443 [ACK] Seq=6210 Ack=364548 Win=524032 Len=0 SLE=366000 SRE=368904"
"951","0.000020500","11.972161300","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 949#2] 52263  >  443 [ACK] Seq=6210 Ack=364548 Win=524032 Len=0 SLE=366000 SRE=370356"
"952","0.000017500","11.972178800","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 949#3] 52263  >  443 [ACK] Seq=6210 Ack=364548 Win=524032 Len=0 SLE=371808 SRE=373260 SLE=366000 SRE=370356"
"953","0.000026700","11.972205500","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=370356 Win=524032 Len=0 SLE=371808 SRE=373260"
"954","0.000040600","11.972246100","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=373260 Win=524032 Len=0"
"955","0.000036900","11.972283000","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=376164 Win=524032 Len=0 SLE=381972 SRE=383424"
"956","0.000021800","11.972304800","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 955#1] 52263  >  443 [ACK] Seq=6210 Ack=376164 Win=524032 Len=0 SLE=381972 SRE=384876"
"957","0.000021900","11.972326700","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=377616 Win=524032 Len=0 SLE=381972 SRE=384876"
"958","0.000019500","11.972346200","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 957#1] 52263  >  443 [ACK] Seq=6210 Ack=377616 Win=524032 Len=0 SLE=380520 SRE=384876"
"959","0.000024400","11.972370600","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=379068 Win=524032 Len=0 SLE=380520 SRE=384876"
"960","0.000029800","11.972400400","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=384876 Win=524032 Len=0"
"961","0.000026000","11.972426400","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=386328 Win=524032 Len=0"
"962","0.001860300","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"963","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"964","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"965","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"966","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TCP","1506","[TCP Out-Of-Order] 443  >  52263 [ACK] Seq=389232 Ack=6138 Win=158720 Len=1452"
"967","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"968","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"969","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"970","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"971","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"972","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"973","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"974","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"975","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"976","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"977","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"978","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"979","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"980","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"981","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"982","0.000000000","11.974286700","185.199.110.154","192.168.1.2","TLSv1.3","1506","Continuation Data"
"983","0.000102000","11.974388700","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 961#1] 52263  >  443 [ACK] Seq=6210 Ack=386328 Win=524032 Len=0 SLE=393588 SRE=395040"
"984","0.000052900","11.974441600","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 961#2] 52263  >  443 [ACK] Seq=6210 Ack=386328 Win=524032 Len=0 SLE=390684 SRE=392136 SLE=393588 SRE=395040"
"985","0.000029800","11.974471400","192.168.1.2","185.199.110.154","TCP","82","[TCP Dup ACK 961#3] 52263  >  443 [ACK] Seq=6210 Ack=386328 Win=524032 Len=0 SLE=387780 SRE=389232 SLE=390684 SRE=392136 SLE=393588 SRE=395040"
"986","0.000039500","11.974510900","192.168.1.2","185.199.110.154","TCP","74","[TCP Dup ACK 961#4] 52263  >  443 [ACK] Seq=6210 Ack=386328 Win=524032 Len=0 SLE=390684 SRE=395040 SLE=387780 SRE=389232"
"987","0.000028000","11.974538900","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 961#5] 52263  >  443 [ACK] Seq=6210 Ack=386328 Win=524032 Len=0 SLE=387780 SRE=395040"
"988","0.000060400","11.974599300","192.168.1.2","185.199.110.154","TCP","54","52263  >  443 [ACK] Seq=6210 Ack=395040 Win=524032 Len=0"
"989","0.000037400","11.974636700","192.168.1.2","185.199.110.154","TCP","66","[TCP Dup ACK 988#1] 52263  >  443 [ACK] Seq=6210 Ack=395040 Win=524032 Len=0 SLE=397944 SRE=399396"
"990","0.000039600","11.974676300","192.168.1.2","185.199.110.154","TCP","66","52263  >  443 [ACK] Seq=6210 Ack=396492 Win=524032 Len=0 SLE=397944 SRE=399396"
